,Name
1,New-York/New-York
2,Illinois/Chicago
3,California/Los-Angeles
,Texas/Houston
,Florida/Miami
4,Pennsylvania/Philadelphia
5,Arizona/Phoenix
6,Texas/San-Antonio
7,California/San-Diego
8,Texas/Dallas
9,California/San-Jose
10,Texas/Austin
11,Indiana/Indianapolis
12,Florida/Jacksonville
13,California/San-Francisco
14,Ohio/Columbus
15,North-Carolina/Charlotte
16,Texas/Fort-Worth
17,Michigan/Detroit
18,Texas/El-Paso
19,Tennessee/Memphis
20,Washington/Seattle
21,Colorado/Denver
22,District-of-Columbia/Washington
23,Massachusetts/Boston
24,Tennessee/Nashville-Davidson
25,Maryland/Baltimore
26,Oklahoma/Oklahoma-City
27,Kentucky/Louisville/Jefferson-County
28,Oregon/Portland
29,Nevada/Las-Vegas
30,Wisconsin/Milwaukee
31,New-Mexico/Albuquerque
32,Arizona/Tucson
33,California/Fresno
34,California/Sacramento
35,California/Long-Beach
36,Missouri/Kansas-City
37,Arizona/Mesa
38,Virginia/Virginia-Beach
39,Georgia/Atlanta
40,Colorado/Colorado-Springs
41,Nebraska/Omaha
42,North-Carolina/Raleigh
44,California/Oakland
45,Minnesota/Minneapolis
46,Oklahoma/Tulsa
47,Ohio/Cleveland
48,Kansas/Wichita
49,Texas/Arlington
50,Louisiana/New-Orleans
51,California/Bakersfield
52,Florida/Tampa
53,Hawaii/Honolulu
54,Colorado/Aurora
55,California/Anaheim
56,California/Santa-Ana
57,Missouri/St.-Louis
58,California/Riverside
59,Texas/Corpus-Christi
60,Kentucky/Lexington-Fayette
61,Pennsylvania/Pittsburgh
62,Alaska/Anchorage
63,California/Stockton
64,Ohio/Cincinnati
65,Minnesota/St.-Paul
66,Ohio/Toledo
67,North-Carolina/Greensboro
68,New-Jersey/Newark
69,Texas/Plano
70,Nevada/Henderson
71,Nebraska/Lincoln
72,New-York/Buffalo
73,New-Jersey/Jersey-City
74,California/Chula-Vista
75,Indiana/Fort-Wayne
76,Florida/Orlando
77,Florida/St.-Petersburg
78,Arizona/Chandler
79,Texas/Laredo
80,Virginia/Norfolk
81,North-Carolina/Durham
82,Wisconsin/Madison
83,Texas/Lubbock
84,California/Irvine
85,North-Carolina/Winston-Salem
86,Arizona/Glendale
87,Texas/Garland
88,Florida/Hialeah
89,Nevada/Reno
90,Virginia/Chesapeake
91,Arizona/Gilbert
92,Louisiana/Baton-Rouge
93,Texas/Irving
94,Arizona/Scottsdale
95,Nevada/North-Las-Vegas
96,California/Fremont
97,Idaho/Boise-City
98,Virginia/Richmond
99,California/San-Bernardino
100,Alabama/Birmingham
101,Washington/Spokane
102,New-York/Rochester
103,Iowa/Des-Moines
104,California/Modesto
105,North-Carolina/Fayetteville
106,Washington/Tacoma
107,California/Oxnard
108,California/Fontana
109,Georgia/Columbus
110,Alabama/Montgomery
111,California/Moreno-Valley
112,Louisiana/Shreveport
113,Illinois/Aurora
114,New-York/Yonkers
115,Ohio/Akron
116,California/Huntington-Beach
117,Arkansas/Little-Rock
118,Georgia/Augusta-Richmond-County
119,Texas/Amarillo
120,California/Glendale
121,Alabama/Mobile
122,Michigan/Grand-Rapids
123,Utah/Salt-Lake-City
124,Florida/Tallahassee
125,Alabama/Huntsville
126,Texas/Grand-Prairie
127,Tennessee/Knoxville
128,Massachusetts/Worcester
129,Virginia/Newport-News
130,Texas/Brownsville
131,Kansas/Overland-Park
132,California/Santa-Clarita
133,Rhode-Island/Providence
134,California/Garden-Grove
135,Tennessee/Chattanooga
136,California/Oceanside
137,Mississippi/Jackson
138,Florida/Fort-Lauderdale
139,California/Santa-Rosa
140,California/Rancho-Cucamonga
141,Florida/Port-St.-Lucie
142,Arizona/Tempe
143,California/Ontario
144,Washington/Vancouver
145,Florida/Cape-Coral
146,South-Dakota/Sioux-Falls
147,Missouri/Springfield
148,Arizona/Peoria
149,Florida/Pembroke-Pines
150,California/Elk-Grove
151,Oregon/Salem
152,California/Lancaster
153,California/Corona
154,Oregon/Eugene
155,California/Palmdale
156,California/Salinas
157,Massachusetts/Springfield
158,Texas/Pasadena
159,Colorado/Fort-Collins
160,California/Hayward
161,California/Pomona
162,North-Carolina/Cary
163,Illinois/Rockford
164,Virginia/Alexandria
165,California/Escondido
166,Texas/McKinney
167,Kansas/Kansas-City
168,Illinois/Joliet
169,California/Sunnyvale
170,California/Torrance
171,Connecticut/Bridgeport
172,Colorado/Lakewood
173,Florida/Hollywood
174,New-Jersey/Paterson
175,Illinois/Naperville
176,New-York/Syracuse
177,Texas/Mesquite
178,Ohio/Dayton
179,Georgia/Savannah
180,Tennessee/Clarksville
181,California/Orange
182,California/Pasadena
183,California/Fullerton
184,Texas/Killeen
185,Texas/Frisco
186,Virginia/Hampton
187,Texas/McAllen
188,Michigan/Warren
189,Washington/Bellevue
190,Utah/West-Valley-City
191,South-Carolina/Columbia
192,Kansas/Olathe
193,Michigan/Sterling-Heights
194,Connecticut/New-Haven
195,Florida/Miramar
196,Texas/Waco
197,California/Thousand-Oaks
198,Iowa/Cedar-Rapids
199,South-Carolina/Charleston
200,California/Visalia
201,Kansas/Topeka
202,New-Jersey/Elizabeth
203,Florida/Gainesville
204,Colorado/Thornton
205,California/Roseville
206,Texas/Carrollton
207,Florida/Coral-Springs
208,Connecticut/Stamford
209,California/Simi-Valley
210,California/Concord
211,Connecticut/Hartford
212,Washington/Kent
213,Louisiana/Lafayette
214,Texas/Midland
215,Arizona/Surprise
216,Texas/Denton
217,California/Victorville
218,Indiana/Evansville
219,California/Santa-Clara
220,Texas/Abilene
221,Georgia/Athens-Clarke-County
222,California/Vallejo
223,Pennsylvania/Allentown
224,Oklahoma/Norman
225,Texas/Beaumont
226,Missouri/Independence
227,Tennessee/Murfreesboro
228,Michigan/Ann-Arbor
229,Illinois/Springfield
230,California/Berkeley
231,Illinois/Peoria
232,Utah/Provo
233,California/El-Monte
234,Missouri/Columbia
235,Michigan/Lansing
236,North-Dakota/Fargo
237,California/Downey
238,California/Costa-Mesa
239,North-Carolina/Wilmington
240,Colorado/Arvada
241,California/Inglewood
242,Florida/Miami-Gardens
243,California/Carlsbad
244,Colorado/Westminster
245,Minnesota/Rochester
246,Texas/Odessa
247,New-Hampshire/Manchester
248,Illinois/Elgin
249,Utah/West-Jordan
250,Texas/Round-Rock
251,Florida/Clearwater
252,Connecticut/Waterbury
253,Oregon/Gresham
254,California/Fairfield
255,Montana/Billings
256,Massachusetts/Lowell
257,California/San-Buenaventura-(Ventura)
258,Colorado/Pueblo
259,North-Carolina/High-Point
260,California/West-Covina
261,California/Richmond
262,California/Murrieta
263,Massachusetts/Cambridge
264,California/Antioch
265,California/Temecula
266,California/Norwalk
267,Colorado/Centennial
268,Washington/Everett
269,Florida/Palm-Bay
270,Texas/Wichita-Falls
271,Wisconsin/Green-Bay
272,California/Daly-City
273,California/Burbank
274,Texas/Richardson
275,Florida/Pompano-Beach
276,South-Carolina/North-Charleston
277,Oklahoma/Broken-Arrow
278,Colorado/Boulder
279,Florida/West-Palm-Beach
280,California/Santa-Maria
281,California/El-Cajon
282,Iowa/Davenport
283,California/Rialto
284,New-Mexico/Las-Cruces
285,California/San-Mateo
286,Texas/Lewisville
287,Indiana/South-Bend
288,Florida/Lakeland
289,Pennsylvania/Erie
290,Texas/Tyler
291,Texas/Pearland
292,Texas/College-Station
293,Wisconsin/Kenosha
294,Georgia/Sandy-Springs
295,California/Clovis
296,Michigan/Flint
297,Virginia/Roanoke
298,New-York/Albany
299,California/Jurupa-Valley
300,California/Compton
301,Texas/San-Angelo
302,Oregon/Hillsboro
303,Oklahoma/Lawton
304,Washington/Renton
305,California/Vista
306,Florida/Davie
307,Colorado/Greeley
308,California/Mission-Viejo
309,Virginia/Portsmouth
310,Michigan/Dearborn
311,California/South-Gate
312,Alabama/Tuscaloosa
313,Michigan/Livonia
314,Massachusetts/New-Bedford
315,California/Vacaville
316,Massachusetts/Brockton
317,Georgia/Roswell
318,Oregon/Beaverton
319,Massachusetts/Quincy
320,Nevada/Sparks
321,Washington/Yakima
322,Missouri/Lee's-Summit
323,Washington/Federal-Way
324,California/Carson
325,California/Santa-Monica
326,California/Hesperia
327,Texas/Allen
328,New-Mexico/Rio-Rancho
329,Arizona/Yuma
